0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,5,29,3,18,5,29
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,1,8,2,14,7,36,4,20,7,36,4,20,7,36,4,20,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36
4,0,4,3,2,1,2,4,6,32,3,18,2,14,3,18,2,14,1,5,1,5,1,5,2,14,5,26
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,2,14,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,0,0
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,6,34,1,8,7,36,7,36,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,5,29,1,8,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,2,10
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,3,18,2,14,5,29,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,3,18,2,14,5,29,1,8,1,8
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,7,36,4,21
0,3,0,1,1,2,4,1,6,34,6,34,3,16,1,8,7,36,7,36,4,21,2,10,1,8,7,36
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,4,21,4,21,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,6,34,1,8,0,0,6,34,1,8
1,3,0,1,1,2,1,1,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1,7,36,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
1,3,0,1,1,2,1,1,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1,3,16
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1,2,10
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,4,20,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,1,8,2,14
0,3,4,3,0,4,2,1,1,8,2,14,7,36,4,20,7,36,4,20,7,36,4,20,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,3,18,5,29,3,18,5,29,1,8
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,3,18,2,14,5,29,1,8,1,8
0,3,2,1,1,2,4,1,6,34,6,34,3,16,1,8,7,36,7,36,4,21,4,21,4,21,4,21
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,3,18,5,29,1,8,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,3,18,2,14,5,29,1,8,1,8,2,14
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,5,29,1,8,2,14
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,0,0
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,1,8,7,36,4,20,4,20,4,20,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,1,8,2,14,5,29
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,0,0,5,29,1,8,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,1,8,2,14,1,8
0,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
0,3,4,3,0,4,2,1,1,8,2,14,7,36,4,20,7,36,4,20,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,4,20,4,20,7,36,4,20,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,4,20,7,36,4,20,7,36,4,20
1,3,0,1,1,2,1,1,6,31,7,36,4,21,1,8,0,1,0,1,7,36,4,21,1,8,2,10
1,3,0,1,1,2,1,1,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1,3,16
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,4,21,5,27,2,10
1,3,0,1,1,2,1,1,6,31,7,36,1,8,2,10,1,8,2,10,1,8,2,10,1,8,4,21
1,3,0,1,1,2,1,1,1,8,2,10,1,8,2,10,1,8,4,21,4,21,4,21,4,21,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,7,36,4,20
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,6,34,6,34,6,34,6,34,6,34
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,1,8,2,14,5,29
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,2,14,5,29
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,2,14,1,8,2,14,1,8,2,14,5,29
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,7,36,4,20,7,36
1,3,0,1,1,2,1,1,1,8,2,10,1,8,2,10,1,8,2,10,1,8,2,10,1,8,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,7,36,4,20,7,36
1,3,4,3,0,4,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,4,20,5,29,0,1
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,5,29,1,8,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,2,14,1,8
0,3,0,1,1,2,4,1,6,34,3,16,1,8,7,36,7,36,4,21,4,21,4,21,4,21,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,4,20,4,20,4,20,4,20,4,20,4,20,4,20,7,36,1,8,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,4,3,0,4,2,1,4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,20,7,36,1,8
0,3,0,1,1,2,1,1,6,31,6,31,7,36,1,8,0,0,5,27,2,10,1,8,4,21,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,4,21,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,2,14,1,8,2,14
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,2,14,5,29,1,8,2,14,5,29,1,8
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,0,0,7,36,4,20,2,14
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,7,36,1,8,0,1,1,8,0,1,0,1
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,4,1,4,21,4,21,4,21,4,21,4,21,4,21,4,21,4,21,4,21,2,10
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,2,14,5,29,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,4,20,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,3,18,2,14,5,29,1,8,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,7,36,4,20,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,3,18,2,14,5,29,1,8
1,3,0,1,1,2,1,1,4,21,4,21,4,21,4,21,2,10,1,8,6,31,3,16,1,8,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,7,36,1,8,2,10,0,1,0,1,0,1,0,1,7,36,4,21
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,7,36,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,3,4,1,1,4,2,2,6,32,3,16,2,14,2,14,2,14,2,14,5,29,3,16,5,29,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,6,32,4,20,1,8,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,7,36,1,8,0,1,4,21,1,8,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,3,18,5,29,1,8,7,36
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,1,8,7,36,4,21,4,21,4,21,4,21
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,0,0
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,4,20,7,36,4,20,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,7,36,1,8,0,1,0,1,0,1,3,16,7,36,4,21
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
1,3,0,1,1,2,1,1,6,31,7,36,4,21,1,8,0,1,0,1,0,1,7,36,4,21,1,8
1,3,0,1,1,2,1,1,6,31,6,31,7,36,1,8,0,1,0,1,3,16,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,5,29,1,8,1,8,2,14,7,36
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,0,0,7,36,6,32,3,18,2,14,0,0
1,3,0,1,1,2,1,1,4,21,4,21,2,10,1,8,6,31,3,16,3,16,1,8,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,3,2,1,1,2,4,1,6,34,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1
0,3,4,3,0,4,2,1,1,8,2,14,7,36,4,20,7,36,4,20,7,36,4,20,7,36,4,20
1,3,0,1,1,2,1,1,4,21,4,21,2,10,4,21,4,21,4,21,4,21,4,21,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,7,36,4,20,7,36,4,20
0,4,2,1,1,3,1,0,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,3,18,2,14,1,8
1,3,0,1,1,2,1,1,4,21,4,21,4,21,4,21,4,21,2,10,4,21,4,21,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,3,18,2,14,4,20,2,14,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,2,14,5,29,1,8,2,14,7,36,4,20
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,4,21,1,8
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,7,36,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,1,8,2,14,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,1,8,2,14,1,8
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,1,8,2,14,1,8
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,2,14,5,29,3,18,5,29,1,8,7,36
0,3,2,1,1,2,4,1,1,8,2,12,5,27,2,12,4,21,5,27,2,12,4,21,5,27,5,27
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,7,36,1,8
1,3,0,1,1,2,1,1,6,31,6,31,7,36,1,8,0,1,0,1,3,16,7,36,4,21,1,8
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,1,8,7,36,4,20,7,36,4,20
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,7,36,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,7,36,4,20
0,3,0,1,1,2,1,1,6,31,6,31,6,31,7,36,1,8,0,0,0,0,6,31,6,31,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,5,29,1,8,1,8
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,4,20,2,14,1,8,1,8,2,14
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1
1,3,0,1,1,2,1,1,6,31,6,31,7,36,1,8,0,1,0,1,0,1,0,1,7,36,4,21
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31,6,31
0,3,4,3,0,4,2,1,6,32,3,18,2,14,1,8,7,36,4,20,4,20,7,36,4,20,7,36
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,0,0,6,34,1,8,7,36
1,3,0,1,1,2,1,1,6,31,6,31,6,31,6,31,6,31,7,36,1,8,0,1,0,1,0,1
0,3,2,1,1,2,4,1,6,34,3,16,1,8,0,0,6,34,1,8,7,36,7,36,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,2,14,5,29,1,8,1,8
0,3,0,1,1,2,4,1,6,34,3,16,1,8,0,0,5,27,5,27,3,16,1,8,4,21,4,21
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
0,3,4,3,0,4,2,1,6,32,3,18,2,14,3,18,2,14,1,8,1,8,2,14,1,8,2,14
0,3,4,3,0,4,2,1,6,32,3,18,2,14,5,29,1,8,7,36,4,20,7,36,4,20,7,36
